key_droid	key_apple	base_value	lang_value	base_note	lang_note
android_store_title	apple_store_title	Dr. Greger’s Daily Dozen	Codzienny Tuzin dr Gregera	Must be a maximum of 30 characters	Even though in the text below I use the abbreviation “dr”, it is best in my opinion to leave a full word here for a better comprehension. It also looks more natural in Polish.
	apple_store_whatsnew	Adds language support for language_name_here.	Dodano obsługę języka polskiego.	Replace language_name_here with the translated language name for this translation.	
store_keywords	store_keywords	vegan, nutrition, food, vegetarian, health, healthy	wegańskie, odżywianie, jedzenie, wegetariańskie, zdrowie, zdrowe		
store_screen.0	store_screen.0	Eat. Track. Repeat. No calorie counting or macro tracking required.	Jedz. Śledź. Powtarzaj. Bez liczenia kalorii i śledzenia makroskładników.		https://apps.apple.com/us/app/dr-gregers-daily-dozen/id1060700802  https://play.google.com/store/apps/details?id=org.nutritionfacts.dailydozen&hl=en
store_screen.1	store_screen.1	All for free!	Wszystko za darmo!		
store_screen.2	store_screen.2	Eat delicious meals that include Daily Dozen foods.	Jedz pyszne posiłki, które włączają żywność z Codziennego Tuzina.		
store_screen.3	store_screen.3	Track your daily servings in the app.	Śledź swoje dzienne porcje w aplikacji.		
store_screen.4	store_screen.4	Repeat until healthy eating becomes second nature.	Powtarzaj dopóki zdrowe odżywianie nie stanie się twoją drugą naturą.		
store_screen.5	store_screen.5	Dr. Greger’s Daily Dozen It’s your regular routine that determines your long-term health. Download today!	Codzienny Tuzin doktora Gregera To twoje zwyczaje decydują o twoim zdrowiu. Pobierz już dziś!		The “regular routine” is a bit of a tautology here and it doesn't feel right to me, neither does the “long-term health” when translated to Polish word by word. I changed it slightly in such a way that it sounds more natural now in Polish, preserving the message/meaning - it is “It's your habits that determine your health.”.
android_store_description.0		Dr. Greger’s Daily Dozen details the healthiest foods and how many servings of each we should try to check off every day from his book “How Not Die”—now including the 21 Tweaks from “How Not to Diet”—weight-loss accelerators to help maximize our natural fat-burning capabilities.	Codzienny Tuzin doktora Gregera szczegółowo opisuje najzdrowsze produkty i ile porcji każdego z nich powinniśmy spożywać każdego dnia, w oparciu o jego książkę „Jak nie umrzeć przedwcześnie”. Teraz zawiera również 21 Adaptacji z „How Not to Diet” - to przyspieszacze utraty wagi, które pomogą nam jak najbardziej wykorzystać nasze naturalne zdolności spalania tłuszczu.	Use language-applicable quotation marks for book titles.	In some cases “dr” is going to appear here with a “.” (dot) and in some other not - it is a subject of Polish orthography rules. It all depends on the grammatical case (there are 7 in Polish).
android_store_description.1		All his proceeds from his books, DVDs, and speaking engagements is all donated to charity.	Cały dochód ze sprzedaży jego książek, płyt DVD i wystąpień jest przekazywany na cele charytatywne.		In some cases “dr” is going to appear here with a “.” (dot) and in some other not - it is a subject of Polish orthography rules. It all depends on the grammatical case (there are 7 in Polish).
android_store_description.2		NutritionFacts.org is a non-commercial, nonprofit, science-based public service provided by Dr. Greger, providing free daily updates on the latest in nutrition research via bite-sized videos. He has nearly a thousand videos on every aspect of healthy eating, with new videos and articles uploaded every day. Like this app, everything on the website is both free of ads and free of charge.	NutritionFacts.org to niekomercyjna, non-profit usługa publiczna, oparta na nauce i świadczona przez dr. Gregera. Zapewnia codzienne bezpłatne aktualizacje na temat najnowszych badań żywieniowych w formie krótkich filmów. Dr Greger ma prawie tysiąc nagrań na temat każdego aspektu zdrowego odżywiania, a każdego dnia przesyłane są nowe filmy i artykuły. Podobnie jak w przypadku tej aplikacji, wszystko na stronie jest wolne od reklam i bezpłatne.		In some cases “dr” is going to appear here with a “.” (dot) and in some other not - it is a subject of Polish orthography rules. It all depends on the grammatical case (there are 7 in Polish).
android_store_whatsnew		Adds language support for language_name_here.	Dodano obsługę języka polskiego.	Replace language_name_here with the translated language name for this translation.	
