key_droid	key_apple	base_value	lang_value	base_note	lang_note
android_store_title	apple_store_title	Dr. Greger’s Daily Dozen	12 Alimente Zilnice	Must be a maximum of 30 characters	If we intend to translate the title's app that appears in app store, then it should just be "12 Alimente Zilnice". However,  based on how the other languages were handled, the original title app in English can still be used in app store, and only translate the description in the other sections. 
	apple_store_whatsnew	Adds language support for language_name_here.	Adaugă suport lingvistic pentru limba română.	Replace language_name_here with the translated language name for this translation.	
store_keywords	store_keywords	vegan, nutrition, food, vegetarian, health, healthy	vegan, nutriție, alimente, vegetarian, sănătate, sănătos, sănătoasă		Added „sănătoasă” which is the feminin construct (ending) for „sănătos” (healthy). In Romanian for eg. „Alimentație” (nutrition) is a feminin noun, so we would search for „Alimentație sănătoasă” (healthy nutrition) 
store_screen.0	store_screen.0	Eat. Track. Repeat. No calorie counting or macro tracking required.	Mănâncă. Monitorizează. Repetă. Fără a calcula caloriile sau a urmări macronutrienții.		
store_screen.1	store_screen.1	All for free!	Totul gratuit!		
store_screen.2	store_screen.2	Eat delicious meals that include Daily Dozen foods.	Mănâncă mese delicioase care includ ingrediente din lista celor 12 Alimente Zilnice.		
store_screen.3	store_screen.3	Track your daily servings in the app.	Monitorizează numărul de porții zilnice în aplicație. 		
store_screen.4	store_screen.4	Repeat until healthy eating becomes second nature.	Repetă până când alimentația sănătoasă devine a doua natură. 		
store_screen.5	store_screen.5	Dr. Greger’s Daily Dozen It’s your regular routine that determines your long-term health. Download today!	12 Alimente Zilnice ale Dr. Greger este rutina ta zilnică ce îți determină sănătatea pe termen lung. Descarcă acum!		
android_store_description.0		Dr. Greger’s Daily Dozen details the healthiest foods and how many servings of each we should try to check off every day from his book “How Not Die”—now including the 21 Tweaks from “How Not to Diet”—weight-loss accelerators to help maximize our natural fat-burning capabilities.	12 Alimente Zilnice detaliază cele mai sănătoase alimente și numărul de porții din fiecare aliment pe care ar trebui să încercăm să le consumăm zilnic, recomandate de Dr. Greger în cartea sa „Cum să nu mori” - acum incluzând și cele 21 de Trucuri din „Cum să nu ții o dietă” - acceleratori de pierdere în greutate pentru a susține optimizarea capacității noastre naturale de ardere a grăsimilor.	Use language-applicable quotation marks for book titles.	
android_store_description.1		All his proceeds from his books, DVDs, and speaking engagements is all donated to charity.	Toate veniturile din cărțile, DVD-urile și discursurile sale sunt donate unor organizații de caritate.		
android_store_description.2		NutritionFacts.org is a non-commercial, nonprofit, science-based public service provided by Dr. Greger, providing free daily updates on the latest in nutrition research via bite-sized videos. He has nearly a thousand videos on every aspect of healthy eating, with new videos and articles uploaded every day. Like this app, everything on the website is both free of ads and free of charge.	NutritionFacts.org este un serviciu public necomercial, non-profit, bazat pe știință, furnizat de Dr. Greger, ce oferă zilnic, gratuit, scurte materiale video cu noutăți despre cele mai recente cercetări în domeniul nutriției. Platforma conține aproape o mie de videoclipuri despre fiecare aspect al alimentației sănătoase, noi videoclipuri și articole fiind publicate zilnic. La fel ca aplicația, conținutul de pe site este 100% gratuit și fără reclame. 		
android_store_whatsnew		Adds language support for language_name_here.	Adaugă suport lingvistic pentru limba română.	Replace language_name_here with the translated language name for this translation.	
