key_droid	key_apple	base_value	lang_value	base_note	lang_note
android_store_title	apple_store_title	Dr. Greger’s Daily Dozen	دوازده‌تای روزانه دکتر گرِگِر	Must be a maximum of 30 characters	
	apple_store_whatsnew	Adds language support for language_name_here.	اضافه شدن پشتیبانی از زبان فارسی	Replace language_name_here with the translated language name for this translation.	
store_keywords	store_keywords	vegan, nutrition, food, vegetarian, health, healthy	وگان، وگن، تغذیه، غذا، وجترین، سلامتی، سالم		
store_screen.0	store_screen.0	Eat. Track. Repeat. No calorie counting or macro tracking required.	بخورید. ردگیری کنید. تکرار کنید. هیچ کالری‌شمار یا رویدادنگاری نیاز نیست.		
store_screen.1	store_screen.1	All for free!	همگی هم رایگان!		
store_screen.2	store_screen.2	Eat delicious meals that include Daily Dozen foods.	وعده‌های لذیذی بخورید که حاوی مواد غذایی «دوازده‌تای روزانه» هستند.		
store_screen.3	store_screen.3	Track your daily servings in the app.	 از طریق این اپ، سهم‌های مواد غذایی روزانه‌تان را ردگیری کنید.		
store_screen.4	store_screen.4	Repeat until healthy eating becomes second nature.	آن‌قدر تکرار کنید تا تغذیه سالم عادت همیشگی‌تان شود.		
store_screen.5	store_screen.5	Dr. Greger’s Daily Dozen It’s your regular routine that determines your long-term health. Download today!	«دوازده‌تای روزانه دکتر گرِگِر» روال منظمی است که پیروی از آن سلامت طولانی‌مدت شما را به همراه خواهد شد. همین امروز آن را دانلود کنید!		
android_store_description.0		Dr. Greger’s Daily Dozen details the healthiest foods and how many servings of each we should try to check off every day from his book “How Not Die”—now including the 21 Tweaks from “How Not to Diet”—weight-loss accelerators to help maximize our natural fat-burning capabilities.	اپ «دوازده‌تای روزانه دکتر گرِگِر» سالم‌ترین مواد غذایی و تعداد سهم‌هایی که باید روزانه از هرکدام مصرف کنید را به‌طور دقیق نشان می‌دهد. دکتر گرِگِر منطق خود را در این رابطه درکتابش «چگونه نمیریم» توضیح داده است. هم‌اکنون با اضافه شدن ویژگی «۲۱ ترفند» براساس کتاب «چگونه رژیم نگیریم»، ترفندهای تسریع‌کننده کاهش وزن کمک‌تان می‌کنند تا توانایی‌های چربی‌سوزی طبیعی‌تان را به حداکثر برسانید.	Use language-applicable quotation marks for book titles.	
android_store_description.1		All his proceeds from his books, DVDs, and speaking engagements is all donated to charity.	تمام درآمد حاصل از کتاب‌ها، دی‌وی‌دی‌ها، و سخنرانی‌های ایشان به امور خیریه اهدا می‌شوند.		
android_store_description.2		NutritionFacts.org is a non-commercial, nonprofit, science-based public service provided by Dr. Greger, providing free daily updates on the latest in nutrition research via bite-sized videos. He has nearly a thousand videos on every aspect of healthy eating, with new videos and articles uploaded every day. Like this app, everything on the website is both free of ads and free of charge.	وبسایت NutritionFacts.org یک خدمت عمومی غیرتجاری، غیرانتفاعی و مبتنی‌بر علم است که از طرف دکتر گرِگِر ارائه شده و هرروزه ویدئو‌های کوتاه رایگان درباره جدیدترین تحقیقات انجام‌شده در حوزه تغذیه منتشر می‌کند. ایشان نزدیک به هزار ویدئو در رابطه با تمام جنبه‌های تغذیه سالم دارد، همراه با ویدئوها و مقالات تازه‌ای که هر روز بر روی وبسایت بارگذاری می‌شوند. همانند این اپ، هرآنچه که در وبسایت ارائه شده نیز رایگان و خالی از تبلیغات است.		
android_store_whatsnew		Adds language support for language_name_here.	اضافه شدن پشتیبانی از زبان فارسی	Replace language_name_here with the translated language name for this translation.	
