key_droid	key_apple	base_value	lang_value	base_note	lang_note
android.store.title	apple.store.title	Dr. Greger’s Daily Dozen	התריסר היומי של ד"ר גרגר		
	apple.store.whatsnew	Adds language support of [place translated language name here].	מוסיף תמיכה בשפת [מקם את שם השפה המתורגמת כאן].		
store.keywords	store.keywords	vegan, nutrition, food, vegetarian, health, healthy	טבעוני, תזונה, מזון, צמחוני, בריאות, בריא		
store.screen.0	store.screen.0	Eat. Track. Repeat. No calorie counting or macro tracking required.	לאכול. לעקוב. לחזור. אין צורך לספור קלוריות או לעקוב בקנה מידה גדול.		
store.screen.1	store.screen.1	All for free!	הכל בחינם!		
store.screen.2	store.screen.2	Eat delicious meals that include Daily Dozen foods.	איכלו ארוחות טעימות שכוללות מזונות מהתריסר היומי.		
store.screen.3	store.screen.3	Track your daily servings in the app.	עיקבו אחר המנות היומיות שלכם באפליקציה.		
store.screen.4	store.screen.4	Repeat until healthy eating becomes second nature.	המשיכו עד שאכילה בריאה תהפוך לטבע שני.		
store.screen.5	store.screen.5	Dr. Greger’s Daily Dozen It’s your regular routine that determines your long-term health. Download today!	התריסר היומי של דוקטור גרגר זו השגרה הקבועה שלכם שקובעת את בריאותכם לטווח הארוך. הורידו היום!		
android.store.description.0		Dr. Greger’s Daily Dozen details the healthiest foods and how many servings of each we should try to check off every day from his book How Not Die—now including the 21 Tweaks from How Not to Diet—weight-loss accelerators to help maximize our natural fat-burning capabilities.	התריסר היומי של ד"ר גרגר מפרט את המאכלים הבריאים ביותר וכמה מנות מכל אחד מהם עלינו לנסות לסמן כל יום -מהספר שלו "איך לא למות" - עכשיו כולל 21 הכוונונים מ"איך לא לרזות" - מאיצי הירידה במשקל כדי לעזור למקסם את יכולות שריפת השומן הטבעיות שלנו.		
android.store.description.1		All his proceeds from his books, DVDs, and speaking engagements is all donated to charity.	כל ההכנסות שלו מהספרים, ה-DVD וההתקשרויות שלו נתרמות לצדקה.		
android.store.description.2		NutritionFacts.org is a non-commercial, nonprofit, science-based public service provided by Dr. Greger, providing free daily updates on the latest in nutrition research via bite-sized videos. He has nearly a thousand videos on every aspect of healthy eating, with new videos and articles uploaded every day. Like this app, everything on the website is both free of ads and free of charge.	NutritionFacts.org הוא שירות ציבורי לא מסחרי, ללא מטרות רווח ומבוסס מדע המסופק על ידי ד"ר גרגר, המספק עדכונים יומיים בחינם על החידושים האחרונים במחקר התזונה באמצעות סרטונים קצרים. יש לו כמעט אלף סרטונים על כל היבט של תזונה בריאה, עם סרטונים ומאמרים חדשים שמועלים מדי יום. כמו האפליקציה הזו, הכל באתר אף הוא ללא פרסומות וללא תשלום.		
android.store.whatsnew		Adds language support of [place translated language name here].	מוסיף תמיכה בשפת [מקם את שם השפה המתורגמת כאן].		
