key_droid	key_apple	base_value	lang_value	base_note	lang_note
android.store.title	apple.store.title	Dr. Greger’s Daily Dozen	Dr. Greger's Tägliches Dutzend	Must be a maximum of 30 characters	
	apple.store.whatsnew	Adds language support for language_name_here.	Unterstützt nun auch die deutsche Sprache.	Replace language_name_here with the translated language name for this translation.	
store.keywords	store.keywords	vegan, nutrition, food, vegetarian, health, healthy	vegan, Ernährung, Lebensmittel, vegetarisch, Gesundheit, gesund		
store.screen.0	store.screen.0	Eat. Track. Repeat. No calorie counting or macro tracking required.	Essen. Nachverfolgen. Wiederholen. Kein Kalorienzählen oder Makro-Tracking erforderlich.		
store.screen.1	store.screen.1	All for free!	Alles kostenlos!		
store.screen.2	store.screen.2	Eat delicious meals that include Daily Dozen foods.	Essen Sie köstliche Mahlzeiten, die Lebensmittel des "Täglichen Dutzends" enthalten.		
store.screen.3	store.screen.3	Track your daily servings in the app.	Verfolgen Sie Ihre täglichen Portionen in der App.		
store.screen.4	store.screen.4	Repeat until healthy eating becomes second nature.	Wiederholen Sie den Vorgang, bis die gesunde Ernährung zur Selbstverständlichkeit wird.		
store.screen.5	store.screen.5	Dr. Greger’s Daily Dozen It’s your regular routine that determines your long-term health. Download today!	Dr. Greger's „Tägliches Dutzend“ wird Ihre regelmäßige Routine, die über Ihre langfristige Gesundheit entscheidet. Heute herunterladen!		
android.store.description.0		Dr. Greger’s Daily Dozen details the healthiest foods and how many servings of each we should try to check off every day from his book "How Not Die"—now including the 21 Tweaks from "How Not to Diet"—weight-loss accelerators to help maximize our natural fat-burning capabilities.	Dr. Gregers "Tägliches Dutzend" beschreibt die gesündesten Lebensmittel und die Anzahl der Portionen, die wir jeden Tag essen sollten, aus seinem Buch „How Not to Die" - jetzt mit den 21 Optimierungen aus „How Not to Diet", die den Gewichtsverlust beschleunigen und unsere natürliche Fettverbrennung maximieren.		
android.store.description.1		All his proceeds from his books, DVDs, and speaking engagements is all donated to charity.	Alle Erlöse aus seinen Büchern, DVDs und Vorträgen werden für wohltätige Zwecke gespendet.		
android.store.description.2		NutritionFacts.org is a non-commercial, nonprofit, science-based public service provided by Dr. Greger, providing free daily updates on the latest in nutrition research via bite-sized videos. He has nearly a thousand videos on every aspect of healthy eating, with new videos and articles uploaded every day. Like this app, everything on the website is both free of ads and free of charge.	NutritionFacts.org ist ein nichtkommerzieller, gemeinnütziger, wissenschaftsbasierter öffentlicher Dienst von Dr. Greger, der täglich kostenlos die neuesten Erkenntnisse der Ernährungsforschung in Form von mundgerechten Videos bereitstellt. Er hat fast tausend Videos zu allen Aspekten der gesunden Ernährung, und jeden Tag werden neue Videos und Artikel hochgeladen. Wie diese App ist auch alles auf der Website werbe- und gebührenfrei.		
android.store.whatsnew		Adds language support for language_name_here.	Unterstützt nun auch die deutsche Sprache.	Replace language_name_here with the translated language name for this translation.	
